TA position	Plate	Row	Column	Well Hits	Location	Annotation
4042552	25	G	4	2	gene	ID=gene3964;Name=PPE65;gbkey=Gene;gene=PPE65;gene_biotype=protein_coding;locus_tag=ERDMAN_3965
919169	25	G	5	1	gene	ID=gene908;Name=ERDMAN_0909;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0909
847619	25	G	6	1	gene	ID=gene833;Name=PE_PGRS11;gbkey=Gene;gene=PE_PGRS11;gene_biotype=protein_coding;locus_tag=ERDMAN_0834
1308245	25	G	7	1	gene	ID=gene1320;Name=ERDMAN_1321;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1321
2239191	25	G	8	1	gene	ID=gene2204;Name=fabG3;gbkey=Gene;gene=fabG3;gene_biotype=protein_coding;locus_tag=ERDMAN_2205
1729041	25	G	9	1	gene	ID=gene1710;Name=ERDMAN_1711;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1711
2531173	25	G	11	1	intergenic/unannotated	NA
3885042	25	G	12	1	gene	ID=gene3814;Name=kgtP;gbkey=Gene;gene=kgtP;gene_biotype=protein_coding;locus_tag=ERDMAN_3815
132412	25	H	1	1	gene	ID=gene127;Name=ERDMAN_0128;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0128
1500252	25	H	2	1	gene	ID=gene1489;Name=ERDMAN_1490;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1490
1490243	25	H	3	1	intergenic/unannotated	NA
2426090	25	H	5	1	intergenic/unannotated	NA
1956414	25	H	6	1	gene	ID=gene1921;Name=idi;gbkey=Gene;gene=idi;gene_biotype=protein_coding;locus_tag=ERDMAN_1922
1369558	25	H	7	1	intergenic/unannotated	NA
1404863	25	H	8	1	gene	ID=gene1404;Name=ERDMAN_1405;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1405
3909197	25	H	9	1	gene	ID=gene3838;Name=mce4B;gbkey=Gene;gene=mce4B;gene_biotype=protein_coding;locus_tag=ERDMAN_3839
614723	25	H	10	1	gene	ID=gene572;Name=gabP;gbkey=Gene;gene=gabP;gene_biotype=protein_coding;locus_tag=ERDMAN_0573
1586623	25	H	11	1	gene	ID=gene1577;Name=ERDMAN_1578;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1578
187333	25	H	12	1	gene	ID=gene183;Name=PE3;gbkey=Gene;gene=PE3;gene_biotype=protein_coding;locus_tag=ERDMAN_0184
4272858	26	A	1	1	gene	ID=gene4190;Name=papA1;gbkey=Gene;gene=papA1;gene_biotype=protein_coding;locus_tag=ERDMAN_4191
2843033	26	A	2	1	gene	ID=gene2786;Name=ERDMAN_2787;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2787
3404573	26	A	3	1	gene	ID=gene3345;Name=ERDMAN_3346;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3346
1690648	26	A	4	1	intergenic/unannotated	NA
3422289	26	A	5	1	gene	ID=gene3362;Name=ERDMAN_3363;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3363
217699	26	A	7	1	intergenic/unannotated	NA
281602	26	A	8	1	gene	ID=gene262;Name=ERDMAN_0263;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0263
3024901	26	A	9	1	gene	ID=gene2985;Name=hflX;gbkey=Gene;gene=hflX;gene_biotype=protein_coding;locus_tag=ERDMAN_2986
1838762	26	A	10	1	gene	ID=gene1809;Name=ERDMAN_1810;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1810
3939462	26	A	11	1	gene	ID=gene3859;Name=ERDMAN_3860;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3860
1694726	26	A	12	1	gene	ID=gene1683;Name=ERDMAN_1684;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1684
1756454	26	B	1	1	gene	ID=gene1734;Name=ilvA;gbkey=Gene;gene=ilvA;gene_biotype=protein_coding;locus_tag=ERDMAN_1735
2821656	26	B	2	1	intergenic/unannotated	NA
429064	26	B	3	1	gene	ID=gene393;Name=PPE8;gbkey=Gene;gene=PPE8;gene_biotype=protein_coding;locus_tag=ERDMAN_0394
2745238	26	B	4	1	gene	ID=gene2700;Name=ERDMAN_2701;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2701
1584330	26	B	5	1	gene	ID=gene1573;Name=ribA2;gbkey=Gene;gene=ribA2;gene_biotype=protein_coding;locus_tag=ERDMAN_1574
2200248	26	B	6	1	gene	ID=gene2163;Name=yrbE3B;gbkey=Gene;gene=yrbE3B;gene_biotype=protein_coding;locus_tag=ERDMAN_2164
661017	26	B	7	1	gene	ID=gene620;Name=ERDMAN_0621;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0621
4035529	26	B	9	1	gene	ID=gene3958;Name=ERDMAN_3959;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3959
1152705	26	B	11	1	gene	ID=gene1146;Name=kdpA;gbkey=Gene;gene=kdpA;gene_biotype=protein_coding;locus_tag=ERDMAN_1147
3178007	26	B	12	1	intergenic/unannotated	NA
2215743	26	C	1	1	gene	ID=gene2179;Name=nrdF;gbkey=Gene;gene=nrdF;gene_biotype=protein_coding;locus_tag=ERDMAN_2180
317527	26	C	2	1	gene	ID=gene293;Name=oplA;gbkey=Gene;gene=oplA;gene_biotype=protein_coding;locus_tag=ERDMAN_0294
3102843	26	C	3	1	gene	ID=gene3078;Name=ERDMAN_3079;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3079
1298458	26	C	4	1	gene	ID=gene1311;Name=PE11;gbkey=Gene;gene=PE11;gene_biotype=protein_coding;locus_tag=ERDMAN_1312
1712683	26	C	5	1	gene	ID=gene1699;Name=ERDMAN_1700;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1700
4319806	26	C	6	1	intergenic/unannotated	NA
591479	26	C	7	1	gene	ID=gene545;Name=ERDMAN_0546;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0546
1579342	26	C	9	1	gene	ID=gene1568;Name=ERDMAN_1569;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1569
2113221	26	C	10	1	gene	ID=gene2063;Name=lldD2;gbkey=Gene;gene=lldD2;gene_biotype=protein_coding;locus_tag=ERDMAN_2064
3129845	26	C	11	1	gene	ID=gene3107;Name=ugpA;gbkey=Gene;gene=ugpA;gene_biotype=protein_coding;locus_tag=ERDMAN_3108
2972634	26	C	12	1	intergenic/unannotated	NA
2880401	26	D	1	2	gene	ID=gene2824;Name=ERDMAN_2825;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2825
3514698	26	D	1	2	gene	ID=gene3459;Name=PPE53;gbkey=Gene;gene=PPE53;gene_biotype=protein_coding;locus_tag=ERDMAN_3460
1883721	26	D	4	1	gene	ID=gene1839;Name=ERDMAN_1840;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1840
3594454	26	D	6	1	gene	ID=gene3544;Name=pvdS;gbkey=Gene;gene=pvdS;gene_biotype=protein_coding;locus_tag=ERDMAN_3545
2552297	26	D	7	1	gene	ID=gene2510;Name=ERDMAN_2511;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2511
2614320	26	D	8	1	gene	ID=gene2578;Name=plcC;gbkey=Gene;gene=plcC;gene_biotype=protein_coding;locus_tag=ERDMAN_2579
2237967	26	D	9	1	gene	ID=gene2203;Name=ERDMAN_2204;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2204
3461891	26	D	10	1	gene	ID=gene3402;Name=agpS;gbkey=Gene;gene=agpS;gene_biotype=protein_coding;locus_tag=ERDMAN_3403
929364	26	D	11	1	intergenic/unannotated	NA
3516847	26	D	12	1	intergenic/unannotated	NA
3549286	26	E	2	1	gene	ID=gene3500;Name=ERDMAN_3501;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3501
846320	26	E	3	1	gene	ID=gene833;Name=PE_PGRS11;gbkey=Gene;gene=PE_PGRS11;gene_biotype=protein_coding;locus_tag=ERDMAN_0834
3682916	26	E	4	1	intergenic/unannotated	NA
2680631	26	E	5	1	gene	ID=gene2630;Name=ERDMAN_2631;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2631
1126826	26	E	6	1	gene	ID=gene1120;Name=tatD;gbkey=Gene;gene=tatD;gene_biotype=protein_coding;locus_tag=ERDMAN_1121
1105930	26	E	7	1	gene	ID=gene1099;Name=grcC2;gbkey=Gene;gene=grcC2;gene_biotype=protein_coding;locus_tag=ERDMAN_1100
3118166	26	E	8	1	gene	ID=gene3093;Name=ERDMAN_3094;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3094
2612241	26	E	9	2	gene	ID=gene2575;Name=esxO;gbkey=Gene;gene=esxO;gene_biotype=protein_coding;locus_tag=ERDMAN_2576
3366767	26	E	9	2	gene	ID=gene3306;Name=PPE46;gbkey=Gene;gene=PPE46;gene_biotype=protein_coding;locus_tag=ERDMAN_3307
357927	26	E	10	2	gene	ID=gene326;Name=ERDMAN_0327;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0327
427615	26	E	10	2	gene	ID=gene393;Name=PPE8;gbkey=Gene;gene=PPE8;gene_biotype=protein_coding;locus_tag=ERDMAN_0394
2226510	26	E	11	2	gene	ID=gene2194;Name=ctpG;gbkey=Gene;gene=ctpG;gene_biotype=protein_coding;locus_tag=ERDMAN_2195
411370	26	E	11	2	gene	ID=gene377;Name=iniA;gbkey=Gene;gene=iniA;gene_biotype=protein_coding;locus_tag=ERDMAN_0378
1228514	26	E	12	2	gene	ID=gene1232;Name=ERDMAN_1233;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1233
4367390	26	E	12	2	gene	ID=gene4278;Name=ERDMAN_4279;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4279
1719705	26	F	1	1	gene	ID=gene1702;Name=pks5;gbkey=Gene;gene=pks5;gene_biotype=protein_coding;locus_tag=ERDMAN_1703
532467	26	F	2	1	gene	ID=gene484;Name=PPE10;gbkey=Gene;gene=PPE10;gene_biotype=protein_coding;locus_tag=ERDMAN_0485
377667	26	F	3	1	gene	ID=gene341;Name=ERDMAN_0342;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0342
435786	26	F	4	1	gene	ID=gene395;Name=ERDMAN_0396;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0396
1267971	26	F	5	1	gene	ID=gene1278;Name=echA10;gbkey=Gene;gene=echA10;gene_biotype=protein_coding;locus_tag=ERDMAN_1279
1386998	26	F	6	1	gene	ID=gene1390;Name=ERDMAN_1391;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1391
2610185	26	F	7	1	gene	ID=gene2574;Name=ERDMAN_2575;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2575
2123652	26	F	8	1	gene	ID=gene2073;Name=ERDMAN_2074;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2074
293374	26	F	9	1	gene	ID=gene272;Name=fadE5;gbkey=Gene;gene=fadE5;gene_biotype=protein_coding;locus_tag=ERDMAN_0273
1672021	26	F	10	1	intergenic/unannotated	NA
274987	26	G	1	1	gene	ID=gene257;Name=php;gbkey=Gene;gene=php;gene_biotype=protein_coding;locus_tag=ERDMAN_0258
2943884	26	G	2	1	intergenic/unannotated	NA
2309752	26	G	3	1	gene	ID=gene2266;Name=ERDMAN_2267;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2267
2624306	26	G	4	1	gene	ID=gene2587;Name=ERDMAN_2588;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2588
412649	26	G	6	1	gene	ID=gene377;Name=iniA;gbkey=Gene;gene=iniA;gene_biotype=protein_coding;locus_tag=ERDMAN_0378
1877288	26	G	7	1	gene	ID=gene1833;Name=ERDMAN_1834;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1834
2273447	26	G	8	1	gene	ID=gene2241;Name=ERDMAN_2242;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2242
162576	26	G	9	1	intergenic/unannotated	NA
3600898	26	G	10	1	gene	ID=gene3551;Name=ERDMAN_3552;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3552
566994	26	G	12	1	gene	ID=gene519;Name=ERDMAN_0520;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0520
1339535	26	H	2	2	gene	ID=gene1340;Name=esxL;gbkey=Gene;gene=esxL;gene_biotype=protein_coding;locus_tag=ERDMAN_1341
3287596	26	H	2	2	gene	ID=gene3230;Name=fadD22;gbkey=Gene;gene=fadD22;gene_biotype=protein_coding;locus_tag=ERDMAN_3231
2955258	26	H	3	1	gene	ID=gene2902;Name=arsC;gbkey=Gene;gene=arsC;gene_biotype=protein_coding;locus_tag=ERDMAN_2903
3938451	26	H	4	1	intergenic/unannotated	NA
2161355	26	H	5	1	gene	ID=gene2111;Name=PPE35;gbkey=Gene;gene=PPE35;gene_biotype=protein_coding;locus_tag=ERDMAN_2112
1354954	26	H	7	1	gene	ID=gene1357;Name=glgC;gbkey=Gene;gene=glgC;gene_biotype=protein_coding;locus_tag=ERDMAN_1358
1272765	26	H	9	1	gene	ID=gene1283;Name=mmpL13b;gbkey=Gene;gene=mmpL13b;gene_biotype=protein_coding;locus_tag=ERDMAN_1284
1049645	26	H	11	1	gene	ID=gene1041;Name=ERDMAN_1042;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1042
2572037	26	H	12	1	gene	ID=gene2536;Name=ERDMAN_2537;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2537
1414995	27	A	1	1	gene	ID=gene1414;Name=embR;gbkey=Gene;gene=embR;gene_biotype=protein_coding;locus_tag=ERDMAN_1415
2341370	27	A	2	1	gene	ID=gene2305;Name=pknJ;gbkey=Gene;gene=pknJ;gene_biotype=protein_coding;locus_tag=ERDMAN_2306
2566882	27	A	3	1	gene	ID=gene2526;Name=ERDMAN_2527;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2527
728827	27	A	4	1	gene	ID=gene694;Name=recC;gbkey=Gene;gene=recC;gene_biotype=protein_coding;locus_tag=ERDMAN_0695
3028163	27	A	5	1	gene	ID=gene2988;Name=ERDMAN_2989;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2989
2231131	27	A	6	2	intergenic/unannotated	NA
401782	27	A	6	2	gene	ID=gene370;Name=ERDMAN_0371;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0371
1135579	27	A	7	1	intergenic/unannotated	NA
1294300	27	A	9	1	gene	ID=gene1307;Name=typA;gbkey=Gene;gene=typA;gene_biotype=protein_coding;locus_tag=ERDMAN_1308
3911720	27	A	10	1	gene	ID=gene3840;Name=yrbE4B;gbkey=Gene;gene=yrbE4B;gene_biotype=protein_coding;locus_tag=ERDMAN_3841
1199515	27	A	11	1	gene	ID=gene1200;Name=lipU;gbkey=Gene;gene=lipU;gene_biotype=protein_coding;locus_tag=ERDMAN_1201
3912242	27	A	12	1	gene	ID=gene3841;Name=yrbE4A;gbkey=Gene;gene=yrbE4A;gene_biotype=protein_coding;locus_tag=ERDMAN_3842
289131	27	B	1	1	gene	ID=gene269;Name=ERDMAN_0270;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0270
2693181	27	B	2	1	gene	ID=gene2643;Name=ERDMAN_2644;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2644
3023327	27	B	3	1	gene	ID=gene2984;Name=fadE20;gbkey=Gene;gene=fadE20;gene_biotype=protein_coding;locus_tag=ERDMAN_2985
3995272	27	B	4	1	gene	ID=gene3919;Name=fadE34;gbkey=Gene;gene=fadE34;gene_biotype=protein_coding;locus_tag=ERDMAN_3920
964596	27	B	8	1	gene	ID=gene960;Name=moaA;gbkey=Gene;gene=moaA;gene_biotype=protein_coding;locus_tag=ERDMAN_0961
1167239	27	B	9	1	gene	ID=gene1165;Name=ERDMAN_1166;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1166
359480	27	B	10	1	gene	ID=gene328;Name=ERDMAN_0329;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0329
1495296	27	B	11	1	gene	ID=gene1487;Name=glgP;gbkey=Gene;gene=glgP;gene_biotype=protein_coding;locus_tag=ERDMAN_1488
1541257	27	B	12	2	intergenic/unannotated	NA
4288472	27	B	12	2	gene	ID=gene4199;Name=ERDMAN_4200;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4200
846413	27	C	1	1	gene	ID=gene833;Name=PE_PGRS11;gbkey=Gene;gene=PE_PGRS11;gene_biotype=protein_coding;locus_tag=ERDMAN_0834
3832152	27	C	3	1	gene	ID=gene3754;Name=ERDMAN_3755;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3755
2488204	27	C	4	1	gene	ID=gene2442;Name=ERDMAN_2443;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2443
1258433	27	C	6	2	gene	ID=gene1268;Name=metE;gbkey=Gene;gene=metE;gene_biotype=protein_coding;locus_tag=ERDMAN_1269
624559	27	C	6	2	gene	ID=gene584;Name=ERDMAN_0585;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0585
2380027	27	C	7	2	gene	ID=gene2340;Name=ERDMAN_2341;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2341
881048	27	C	7	2	gene	ID=gene868;Name=ERDMAN_0869;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0869
2554006	27	C	9	1	gene	ID=gene2512;Name=ERDMAN_2513;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2513
3597429	27	C	10	1	gene	ID=gene3548;Name=ERDMAN_3549;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3549
3175159	27	C	11	1	gene	ID=gene3151;Name=dipZ;gbkey=Gene;gene=dipZ;gene_biotype=protein_coding;locus_tag=ERDMAN_3152
169285	27	C	12	1	gene	ID=gene164;Name=ERDMAN_0165;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0165
2370913	27	D	1	1	gene	ID=gene2333;Name=ERDMAN_2334;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2334
2155526	27	D	3	1	gene	ID=gene2109;Name=PPE34;gbkey=Gene;gene=PPE34;gene_biotype=protein_coding;locus_tag=ERDMAN_2110
682754	27	D	4	1	gene	ID=gene641;Name=ERDMAN_0642;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0642
3972118	27	D	5	1	gene	ID=gene3896;Name=ERDMAN_3897;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3897
3947946	27	D	6	1	gene	ID=gene3872;Name=ERDMAN_3873;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3873
1827329	27	D	7	1	intergenic/unannotated	NA
4082837	27	D	8	1	gene	ID=gene4009;Name=dppD;gbkey=Gene;gene=dppD;gene_biotype=protein_coding;locus_tag=ERDMAN_4010
2048951	27	D	9	1	gene	ID=gene2004;Name=ERDMAN_2005;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2005
1616137	27	D	10	1	gene	ID=gene1604;Name=ERDMAN_1605;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1605
3914604	27	D	12	1	gene	ID=gene3844;Name=fadE26;gbkey=Gene;gene=fadE26;gene_biotype=protein_coding;locus_tag=ERDMAN_3845
3595134	27	E	1	1	gene	ID=gene3544;Name=pvdS;gbkey=Gene;gene=pvdS;gene_biotype=protein_coding;locus_tag=ERDMAN_3545
2190240	27	E	2	1	gene	ID=gene2146;Name=ERDMAN_2147;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2147
2031089	27	E	4	1	gene	ID=gene1989;Name=PPE28;gbkey=Gene;gene=PPE28;gene_biotype=protein_coding;locus_tag=ERDMAN_1990
1399461	27	E	5	1	gene	ID=gene1399;Name=deaD;gbkey=Gene;gene=deaD;gene_biotype=protein_coding;locus_tag=ERDMAN_1400
1280362	27	E	6	1	gene	ID=gene1294;Name=ERDMAN_1295;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1295
2065613	27	E	8	1	intergenic/unannotated	NA
2364601	27	E	9	1	gene	ID=gene2327;Name=ERDMAN_2328;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2328
542338	27	E	11	1	gene	ID=gene492;Name=mmpL4;gbkey=Gene;gene=mmpL4;gene_biotype=protein_coding;locus_tag=ERDMAN_0493
432310	27	E	12	1	gene	ID=gene393;Name=PPE8;gbkey=Gene;gene=PPE8;gene_biotype=protein_coding;locus_tag=ERDMAN_0394
4040377	27	F	1	1	gene	ID=gene3961;Name=ERDMAN_3962;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3962
3617165	27	F	3	1	gene	ID=gene3565;Name=alkB;gbkey=Gene;gene=alkB;gene_biotype=protein_coding;locus_tag=ERDMAN_3566
3751758	27	F	4	1	intergenic/unannotated	NA
3740703	27	F	5	1	gene	ID=gene3669;Name=ERDMAN_3670;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3670
3542495	27	F	6	1	gene	ID=gene3493;Name=ERDMAN_3494;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3494
4155215	27	F	7	1	gene	ID=gene4082;Name=ERDMAN_4083;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4083
4294516	27	F	8	1	intergenic/unannotated	NA
1425963	27	F	9	1	gene	ID=gene1426;Name=ERDMAN_1427;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1427
2996957	27	F	10	2	gene	ID=gene2953;Name=ceoB;gbkey=Gene;gene=ceoB;gene_biotype=protein_coding;locus_tag=ERDMAN_2954
3011643	27	F	10	2	gene	ID=gene2973;Name=ERDMAN_2974;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2974
4116813	27	F	11	1	gene	ID=gene4044;Name=ERDMAN_4045;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4045
3541695	27	F	12	1	gene	ID=gene3491;Name=ERDMAN_3492;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3492
2643018	27	G	1	1	gene	ID=gene2608;Name=hrcA;gbkey=Gene;gene=hrcA;gene_biotype=protein_coding;locus_tag=ERDMAN_2609
1977938	27	G	3	1	gene	ID=gene1937;Name=mmpl14;gbkey=Gene;gene=mmpl14;gene_biotype=protein_coding;locus_tag=ERDMAN_1938
3454667	27	G	4	1	intergenic/unannotated	NA
1939326	27	G	5	1	gene	ID=gene1901;Name=ERDMAN_1902;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1902
609366	27	G	6	1	gene	ID=gene564;Name=ERDMAN_0565;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0565
2589989	27	G	7	1	gene	ID=gene2556;Name=mez;gbkey=Gene;gene=mez;gene_biotype=protein_coding;locus_tag=ERDMAN_2557
2279955	27	G	8	1	gene	ID=gene2250;Name=ERDMAN_2251;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2251
2992334	27	G	10	1	gene	ID=gene2950;Name=ERDMAN_2951;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2951
790953	27	G	11	1	intergenic/unannotated	NA
2308666	27	G	12	1	gene	ID=gene2265;Name=fxsA;gbkey=Gene;gene=fxsA;gene_biotype=protein_coding;locus_tag=ERDMAN_2266
2034634	27	H	2	1	gene	ID=gene1991;Name=PPE30;gbkey=Gene;gene=PPE30;gene_biotype=protein_coding;locus_tag=ERDMAN_1992
637678	27	H	3	1	gene	ID=gene595;Name=ERDMAN_0596;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0596
3138481	27	H	4	1	intergenic/unannotated	NA
3964671	27	H	5	1	gene	ID=gene3887;Name=fadE28;gbkey=Gene;gene=fadE28;gene_biotype=protein_coding;locus_tag=ERDMAN_3888
476671	27	H	6	1	intergenic/unannotated	NA
4131022	27	H	7	1	gene	ID=gene4060;Name=ERDMAN_4061;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4061
1650462	27	H	8	1	gene	ID=gene1635;Name=ctpD;gbkey=Gene;gene=ctpD;gene_biotype=protein_coding;locus_tag=ERDMAN_1636
556034	27	H	9	1	gene	ID=gene507;Name=ERDMAN_0508;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0508
616308	27	H	10	1	gene	ID=gene573;Name=ERDMAN_0574;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0574
3320377	27	H	11	1	intergenic/unannotated	NA
2435687	28	A	2	1	gene	ID=gene2397;Name=ERDMAN_2398;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_2398
4137055	28	A	3	1	gene	ID=gene4064;Name=dnaQ;gbkey=Gene;gene=dnaQ;gene_biotype=protein_coding;locus_tag=ERDMAN_4065
133603	28	A	4	1	gene	ID=gene128;Name=ERDMAN_0129;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0129
281860	28	A	5	1	gene	ID=gene262;Name=ERDMAN_0263;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0263
950335	28	A	6	1	gene	ID=gene947;Name=ERDMAN_0948;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_0948
2601726	28	A	8	1	gene	ID=gene2566;Name=mmpL9;gbkey=Gene;gene=mmpL9;gene_biotype=protein_coding;locus_tag=ERDMAN_2567
3307009	28	A	9	1	gene	ID=gene3247;Name=ERDMAN_3248;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_3248
4308640	28	A	10	1	gene	ID=gene4227;Name=ethR;gbkey=Gene;gene=ethR;gene_biotype=protein_coding;locus_tag=ERDMAN_4228
2805117	28	A	11	1	gene	ID=gene2751;Name=accD1;gbkey=Gene;gene=accD1;gene_biotype=protein_coding;locus_tag=ERDMAN_2752
4211840	28	A	12	1	gene	ID=gene4149;Name=ERDMAN_4150;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4150
2730626	28	B	1	1	intergenic/unannotated	NA
2151545	28	B	2	1	gene	ID=gene2107;Name=aceAb;gbkey=Gene;gene=aceAb;gene_biotype=protein_coding;locus_tag=ERDMAN_2108
1483528	28	B	3	1	gene	ID=gene1477;Name=ERDMAN_1478;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_1478
491306	28	B	4	1	gene	ID=gene447;Name=pks6;gbkey=Gene;gene=pks6;gene_biotype=protein_coding;locus_tag=ERDMAN_0448
1756470	28	B	5	1	gene	ID=gene1734;Name=ilvA;gbkey=Gene;gene=ilvA;gene_biotype=protein_coding;locus_tag=ERDMAN_1735
4367808	28	B	6	1	gene	ID=gene4279;Name=ERDMAN_4280;gbkey=Gene;gene_biotype=protein_coding;locus_tag=ERDMAN_4280
1380403	28	B	7	2	intergenic/unannotated	NA
3929530	28	B	7	2	intergenic/unannotated	NA
2360771	28	B	8	1	gene	ID=gene2323;Name=PPE36;gbkey=Gene;gene=PPE36;gene_biotype=protein_coding;locus_tag=ERDMAN_2324
